income,expenses,savings_rate,credit_cards,credit_utilization,emi_count,online_shopping_spend,age,category
70612,51477,0.27098793406219907,3,40.1148289360888,0,11138,32,Balanced
43574,17223,0.604741359526323,3,56.05561671829641,2,5850,18,Saver
43524,12025,0.723715651135006,1,52.91558185807261,3,1033,33,Saver
30916,-17461,1.5647884590503298,4,45.07458041017028,3,4163,37,Saver
24809,255,0.9897214720464348,2,40.105062266190174,0,629,50,Saver
183273,162669,0.11242245175230393,3,61.57341515056021,2,13063,34,Balanced
164528,146605,0.10893586501993581,1,1.4908356332621295,3,19843,22,Balanced
141288,92697,0.34391455749957534,1,25.02134613479124,0,2358,22,Saver
58765,49218,0.16246064834510338,2,20.426743334876647,2,16235,56,Balanced
185888,140605,0.24360367533138233,3,60.125155460057826,1,12842,30,Balanced
65106,31104,0.5222560132706663,1,25.218147686430576,2,4149,53,Saver
73932,58370,0.21049072120326787,2,14.280892154191033,2,11478,47,Balanced
168172,159692,0.050424565325975786,4,50.98655092233866,4,19981,21,Overspender
77091,49419,0.3589524068957466,4,21.825048381805495,4,5360,40,Saver
41949,36736,0.12426994684021073,4,32.98547034983285,1,9912,38,Balanced
57744,46451,0.19557010252147408,3,87.62287801763395,1,9333,38,Balanced
196615,161174,0.18025582992142003,2,55.74277108006947,2,14635,23,Balanced
128319,125219,0.024158542382655725,2,35.77918785170651,3,1223,41,Overspender
112193,66576,0.40659399427771786,1,37.577437481116334,1,1237,48,Saver
56187,27015,0.5191948315446634,1,58.149751724429436,2,14379,36,Saver
158311,137179,0.13348409144026632,1,53.25740860209261,0,1799,55,Balanced
144454,125255,0.1329073615130076,2,41.51198978901874,4,839,29,Balanced
34489,-3120,1.0904636260836789,1,42.07119884478849,3,652,31,Saver
81877,37912,0.5369639825592046,2,10.403030391240563,2,10113,29,Saver
194197,185181,0.046427081777782354,2,6.1997889986212655,0,14255,32,Overspender
69922,29143,0.583207002088041,4,36.46355448452991,4,16482,36,Saver
114074,75813,0.33540508792538176,1,27.33429629307711,0,19935,45,Saver
183121,150240,0.1795588709104909,4,51.72158068680727,2,926,57,Balanced
57131,39073,0.31608058672174477,3,43.94359487611252,1,9827,58,Saver
194016,168544,0.13128814118423224,3,24.544512130112405,4,19256,22,Balanced
135765,93419,0.31190660332191655,3,43.26396918992715,0,12021,22,Saver
93963,58037,0.3823419856752126,2,31.635344288901543,1,17833,23,Saver
126884,91052,0.28239967214148354,2,81.33202756028058,3,1873,40,Balanced
145917,108896,0.2537127270982819,2,47.72484597925914,2,7582,20,Balanced
44285,19198,0.5664897820932596,1,8.787860259341429,2,10393,54,Saver
57626,43798,0.23996112865720334,4,76.41030200439164,4,19366,50,Balanced
193880,161752,0.16571074891685578,2,27.337019920855,0,8093,38,Balanced
39198,36797,0.06125312515944691,4,20.505260184396615,3,9995,37,Overspender
170830,150187,0.12083943101328806,4,82.87373305087041,4,17254,18,Balanced
35254,19061,0.45932376467918534,4,46.916733155911274,4,8337,56,Saver
64238,36385,0.43359070954886514,1,54.01532014410971,0,11672,34,Saver
21252,-24612,2.158102766798419,1,54.66120231744301,3,19180,46,Saver
59764,38457,0.35651897463355864,3,35.88020567524393,0,10817,25,Saver
97709,59727,0.3887257059226888,3,28.551894596273595,2,11434,43,Saver
188513,167902,0.10933463474667529,4,31.814850901245194,1,19248,45,Balanced
73682,28891,0.6078960940256779,3,72.17732558488066,2,5730,51,Saver
79494,66544,0.162905376506403,4,44.07575106413617,2,14145,43,Balanced
101317,89613,0.11551861977752993,1,66.25830079432274,4,9454,30,Balanced
85215,41104,0.5176436073461245,1,38.471097455430034,2,12754,54,Saver
98587,85720,0.13051416515362066,1,24.89232845312511,3,17888,30,Balanced
26949,23204,0.13896619540613753,2,11.155670522638914,2,7557,55,Balanced
75393,70527,0.06454180096295412,4,52.9600637030808,3,4255,42,Overspender
158013,124768,0.21039408149962344,1,73.88196156823948,0,3346,40,Balanced
45934,210,0.9954282231027126,4,22.280539835069987,4,3464,39,Saver
174458,167640,0.03908103956253081,3,50.267451372760405,3,9378,38,Overspender
95745,45884,0.5207687085487492,3,12.487685686384985,2,13148,47,Saver
114456,83340,0.2718599287062277,1,28.886066458762176,4,3255,28,Balanced
73413,56920,0.22466048247585577,4,45.35873570749095,4,19616,21,Balanced
117239,88201,0.2476820853129078,1,5.434118286591961,3,6973,50,Balanced
62318,40871,0.3441541769633172,3,39.63953494541235,3,15054,29,Saver
90390,58959,0.3477265184201792,1,23.26599053165709,1,2193,26,Saver
63088,44180,0.2997083439005833,4,52.09518451476548,1,11584,49,Balanced
123196,92860,0.2462417610961395,3,36.69198715692941,4,12503,28,Balanced
190883,148891,0.21998816028666776,2,58.78878038935166,1,17568,54,Balanced
75479,70454,0.06657480888724016,3,34.4080342651037,2,3419,41,Overspender
39963,18870,0.5278132272351925,2,12.752409603409816,0,4256,24,Saver
75123,67968,0.09524380016772493,1,10.260798379274693,4,3783,25,Overspender
145911,98304,0.32627423566420627,1,1.8198099288406127,0,5191,50,Saver
122468,87981,0.28160009145246107,4,52.65915665219978,1,7850,42,Balanced
93477,44819,0.5205344630229896,2,91.15461838537988,3,18040,18,Saver
34388,12425,0.6386820984064209,1,48.70476274370263,4,3561,20,Saver
25569,3633,0.8579138800891705,2,73.44093764008682,1,6419,57,Saver
89836,84410,0.06039894919631328,1,62.671465815780394,2,18176,45,Overspender
124573,100270,0.19509042890513995,3,29.63327980251828,4,10576,50,Balanced
187658,141378,0.24661884918308838,1,65.30631961981251,4,10252,18,Balanced
163087,134481,0.17540331234249204,4,30.428506169749703,3,16512,55,Balanced
65002,16170,0.7512384234331251,3,30.82584260923282,4,9675,44,Saver
157326,128175,0.18529041607871552,4,35.828153481273795,3,8402,55,Balanced
168216,153449,0.08778594188424407,3,36.776039553457395,1,2567,52,Overspender
175286,162978,0.07021667446344831,2,53.22738926372295,2,2479,27,Overspender
157162,111917,0.28788765732174443,4,26.58226528218389,2,18620,29,Balanced
162709,116038,0.2868372370305269,1,57.78205557165954,4,18802,27,Balanced
173487,147717,0.14854138926836016,2,57.49488166062942,4,1200,51,Balanced
44071,14499,0.6710081459463139,1,46.8592706488897,1,4546,41,Saver
78243,35795,0.542514985366103,3,78.7922381721489,3,2573,45,Saver
145827,142623,0.02197123989384682,3,65.74785297316618,2,12445,39,Overspender
128215,99982,0.22020044456576843,1,61.394585804009296,3,17278,33,Balanced
192312,169583,0.11818815258538208,1,41.32306749086503,1,3548,30,Balanced
121570,89439,0.26430040305996544,2,47.03532275628652,2,1022,53,Balanced
184506,149636,0.18899114391943894,1,50.476147261755074,2,11601,53,Balanced
89724,50713,0.4347889082073916,4,40.264827470552106,0,9241,40,Saver
135359,94977,0.2983325822442542,4,32.48861079383058,1,18352,31,Balanced
95697,53222,0.4438488144873925,1,0.0,1,13174,49,Saver
48732,1051,0.9784330624640893,4,54.355308182496465,0,18305,20,Saver
141465,118858,0.15980631251546318,1,60.82894433766709,3,785,44,Balanced
162386,136418,0.1599152636311012,2,16.77762287686328,0,19629,36,Balanced
175026,140628,0.19653080113811663,4,52.10337299440983,1,12457,39,Balanced
77108,64200,0.1674015666338123,4,28.169466433649518,3,7608,18,Balanced
131195,103772,0.20902473417432066,1,32.66941635185854,2,15490,22,Balanced
123081,78466,0.3624848676887578,4,66.21521054726708,0,18329,50,Saver
56668,46497,0.1794840121408908,3,20.187312195719723,3,6337,36,Balanced
43061,29340,0.31864099765449017,2,20.157044226135596,3,15532,53,Saver
99252,81636,0.1774876073026236,2,76.09668731287996,3,1966,23,Balanced
59749,16237,0.7282464978493364,4,37.08886602927233,0,9606,32,Saver
150560,111102,0.2620749202975558,4,64.93091186462135,2,8979,53,Balanced
124680,77511,0.37832050048123195,3,8.025942763421309,3,10780,50,Saver
167979,159320,0.05154811018043922,3,9.627934608182937,0,6432,41,Overspender
169849,125480,0.26122614793139787,4,21.741109688431578,1,10496,44,Balanced
71745,59041,0.17707157293191164,4,30.370784469346223,0,1678,28,Balanced
128464,94671,0.2630542408768215,3,11.934268066937758,0,3051,40,Balanced
111865,62713,0.4393867608277835,1,47.38592952859999,0,16525,50,Saver
132428,84955,0.3584815899960733,3,48.69188337313564,3,10280,58,Saver
43624,11398,0.7387218045112782,1,22.03714244322925,0,10648,46,Saver
43321,18469,0.5736709678908612,2,23.628026012183962,1,10467,48,Saver
161560,128478,0.20476603119584055,2,26.264371322968774,3,5362,18,Balanced
42574,18780,0.5588857048903086,3,16.702284022139175,1,9679,51,Saver
156312,113892,0.2713803162904959,1,0.0,4,6355,35,Balanced
194293,179914,0.07400678356914557,3,38.29919387710269,0,18087,35,Overspender
161550,153544,0.049557412565769114,3,31.391246145980467,3,1619,23,Overspender
170334,160652,0.05684126480913969,1,33.43708310346853,3,4475,57,Overspender
138831,103991,0.25095259704244727,3,19.763929579824563,0,13419,18,Balanced
155504,122074,0.21497839283876943,2,56.209949983005345,2,10102,59,Balanced
115257,91166,0.2090198426125962,4,88.50783178834163,2,13195,47,Balanced
84291,50308,0.40316285249908057,4,23.31830287957689,1,1792,21,Saver
147600,122611,0.16930216802168022,3,67.99392277944696,0,9886,49,Balanced
70428,59513,0.15498097347645823,1,47.332996242945875,0,10640,27,Balanced
151374,107822,0.28771123178352953,1,40.708397835648675,4,19101,22,Balanced
151127,131137,0.13227285660404825,2,33.11754526874338,2,12272,26,Balanced
131317,105583,0.19596853415780136,1,38.33566259532016,2,7090,22,Balanced
159789,143965,0.09903059659926527,1,62.991813793972526,0,14477,28,Overspender
147449,110368,0.2514835638085033,2,17.238380780869754,1,17901,52,Balanced
48699,36666,0.24708926261319533,3,34.49986537697097,0,5676,44,Balanced
93686,49950,0.46683602672757935,4,64.98000415645006,1,12899,21,Saver
87661,70420,0.19667811227341692,2,59.67429387055994,2,7147,27,Balanced
64247,57308,0.10800504303702897,3,17.54828122099513,4,6515,56,Balanced
167820,119356,0.2887856036229293,2,36.34816244437909,3,16345,50,Balanced
125113,76551,0.3881451168143998,3,54.560156956680544,2,18973,55,Saver
24621,-11442,1.464725234555867,2,53.268562386421934,1,2556,25,Saver
166106,130642,0.2135022214730353,3,59.502690424865754,0,12676,41,Balanced
156198,144013,0.07800996171525884,2,47.685717763345956,2,10503,56,Overspender
156194,128149,0.1795523515628001,3,51.03906295991568,4,14247,50,Balanced
38030,-7739,1.2034972390218248,2,46.855928438543174,1,3614,58,Saver
102838,54720,0.46790097045839085,4,71.59466155055782,0,13942,36,Saver
104717,84550,0.19258573106563404,4,31.563776411375635,3,7883,19,Balanced
58638,21226,0.6380163034209898,1,40.96382325890434,1,2129,28,Saver
87067,64442,0.2598573512352556,3,19.700623353645813,0,18427,52,Balanced
138033,97845,0.29114776901175804,2,15.759564663911753,3,18788,34,Balanced
125977,97901,0.22286607872865682,3,46.49913402116762,0,18320,59,Balanced
108869,63264,0.41889794156279564,4,25.516274681162955,3,3817,20,Saver
125186,105157,0.159993929033598,3,38.846287942052875,3,11751,39,Balanced
54674,30701,0.4384716684347222,2,72.35498621048418,3,4616,52,Saver
186926,146805,0.21463573820656304,3,71.19875404745642,0,10123,38,Balanced
66271,33838,0.4893995865461514,2,84.480895573766,3,6623,42,Saver
93688,49379,0.47294210571257794,4,72.75305016798242,1,3561,56,Saver
189590,186658,0.015464950683052904,4,88.06036383570981,4,8589,19,Overspender
131076,85822,0.34525008392077877,4,48.73059335625122,4,4231,18,Saver
161339,158582,0.017088242768332516,1,21.93958834710833,3,6827,24,Overspender
21062,-10660,1.5061247744753585,4,19.992148610290393,4,16861,37,Saver
70448,31595,0.5515131728367022,3,67.9266121488304,4,16407,23,Saver
115462,76057,0.3412811141327883,1,41.0325300562084,3,2546,53,Saver
157301,155185,0.013451917025320882,4,42.52263031692031,3,11832,38,Overspender
67915,23388,0.6556283589781344,3,29.01857824092373,1,5564,52,Saver
24632,11941,0.515224098733355,3,31.41652120701435,2,9945,53,Saver
124592,123100,0.011975086682933093,3,47.67518579553851,0,1222,25,Overspender
154668,125786,0.18673545917707607,2,18.895530197519264,3,13789,21,Balanced
129779,119968,0.07559774693902711,1,45.14276931616191,3,15710,33,Overspender
157240,128432,0.1832103790384126,3,70.22160390270258,4,8064,20,Balanced
128099,102827,0.19728491245052654,2,0.0,1,8775,24,Balanced
27561,-1838,1.0666884365589058,4,9.173762438457729,4,4319,19,Saver
102152,94678,0.07316547889419689,3,53.512199230061164,3,3864,18,Overspender
145036,117080,0.19275214429520945,2,67.27935747321726,3,4818,18,Balanced
144049,95896,0.33428208456844544,3,30.202145397206365,4,19664,55,Saver
46734,3228,0.9309282321222236,1,0.0351876991092297,3,11979,24,Saver
157443,142464,0.09513919323183628,1,68.63848347881503,2,7898,41,Overspender
46069,546,0.9881482124639128,4,23.77869696170951,0,2952,22,Saver
32910,-10655,1.323761774536615,3,32.77507314144775,0,925,38,Saver
93479,64151,0.31373891462253556,2,46.38089744639553,0,14365,45,Saver
101264,52889,0.4777117238110286,4,26.67133256178485,2,14007,35,Saver
43275,29408,0.3204390525707683,3,22.477405456856104,3,9299,41,Saver
92274,65423,0.29099204542991525,4,22.843996148718226,4,2624,49,Balanced
120776,88497,0.2672633635821686,2,77.15857121855366,1,18184,50,Balanced
68447,36920,0.46060455534939443,4,63.19227176850562,3,5515,27,Saver
185601,176735,0.04776913917489669,4,51.49034681234363,2,9157,26,Overspender
146394,129945,0.11236116234271896,4,0.0,2,18848,50,Balanced
95703,84018,0.12209648600357356,3,51.56383790111174,0,11231,50,Balanced
96090,71546,0.2554272036632324,2,50.48400416818939,3,19244,24,Balanced
37260,30809,0.17313472893183038,1,14.437337196296681,0,18923,21,Balanced
132581,109939,0.1707786183540628,3,45.17420266947666,1,16808,45,Balanced
23812,-18504,1.777087182932975,1,61.02984992517378,0,18068,40,Saver
179096,138142,0.22867065707776835,1,51.387318371875466,1,15143,49,Balanced
136148,96278,0.29284308252783736,3,26.396611965995483,2,4434,33,Balanced
178357,146327,0.17958364403976296,3,40.26529286167946,0,11909,27,Balanced
136421,104548,0.233637050014294,2,54.607138624023975,0,8672,31,Balanced
21605,19986,0.07493635732469336,2,41.18904068435299,4,1277,56,Overspender
92303,57653,0.37539408253252876,4,65.0856977821379,2,16405,53,Saver
178211,151839,0.14798188663999418,1,47.913631136802174,4,2918,51,Balanced
96125,91483,0.04829128738621587,2,55.058453305756615,1,12954,41,Overspender
164990,135989,0.17577428935086975,4,56.4280129398352,1,2939,35,Balanced
178518,143454,0.19641716801667058,2,18.666345933882738,2,8304,33,Balanced
144040,113750,0.21028880866425992,3,40.999720707133584,1,13523,58,Balanced
164118,148996,0.0921410204852606,2,33.35291052962071,2,15326,54,Overspender
175890,150070,0.14679629313775655,1,60.87691989614157,1,13712,58,Balanced
24324,20429,0.16012991284328235,2,49.264660934080496,3,2489,42,Balanced
96323,89957,0.06609013423585229,1,36.2357507578882,0,8368,25,Overspender
29111,19400,0.333585242691766,3,14.362971931146738,3,9758,41,Saver
189182,168586,0.10886870843949213,1,8.06183335758918,2,1444,37,Balanced
36389,16596,0.5439281101431751,2,46.20685239889907,2,18781,47,Saver
142177,132978,0.06470104165934012,4,25.6557464553308,3,5650,37,Overspender
61427,49710,0.19074674003288455,3,53.32252936194466,0,18581,35,Balanced
179818,142627,0.20682579052152733,2,7.137194698475476,0,11506,21,Balanced
142883,131672,0.07846279823351973,3,71.85902396417781,4,11180,53,Overspender
151189,104639,0.3078927699766517,3,53.277281798633496,1,15704,23,Saver
145808,121448,0.16706902227586964,2,41.98370179955455,4,2165,20,Balanced
132221,109679,0.17048729021864908,2,73.66117872805464,0,13311,35,Balanced
33234,922,0.9722573268339653,4,58.968358684422725,3,9451,57,Saver
73441,27199,0.6296482891028172,3,30.499935227659122,1,10849,35,Saver
20846,-16589,1.7957881607982347,3,41.55152619556658,3,10043,40,Saver
30954,1707,0.9448536538088776,2,0.7145140037050908,4,9960,52,Saver
99239,75882,0.2353610979554409,1,61.28380621097702,2,2285,23,Balanced
66514,24469,0.6321225606639204,2,34.08096644016556,3,6448,43,Saver
108236,79545,0.2650781625337226,3,0.45550309522035803,4,14998,38,Balanced
117579,104155,0.11417004737240494,2,16.36322861182017,4,19491,41,Balanced
157541,137689,0.12601164141398113,4,57.4182409689882,4,3130,32,Balanced
181177,157576,0.13026487909613252,1,72.27605430072306,2,8160,44,Balanced
62101,43081,0.3062752612679345,2,40.40851037836174,2,738,49,Saver
84323,75168,0.10857061537184398,4,20.358973160142128,2,14391,29,Balanced
111922,107339,0.04094816032594128,3,11.585006206417962,1,9838,22,Overspender
196659,180144,0.08397784998398243,2,68.29229236282217,2,10249,24,Overspender
188048,150271,0.200890198247256,3,48.989355568944546,2,10849,39,Balanced
147534,126824,0.1403744221670937,4,33.39720758710507,2,14082,44,Balanced
87584,43406,0.5044071976616734,3,28.634564278489183,3,12143,32,Saver
124537,99005,0.20501537695624594,4,53.43659275467257,2,12745,56,Balanced
98477,78876,0.19904140053007302,4,52.88636988142721,1,8399,52,Balanced
62533,56566,0.09542161738602019,4,22.06831173088109,4,7645,43,Overspender
21828,2075,0.904938610958402,2,17.152550181981155,3,6361,40,Saver
21917,895,0.9591641191768947,3,18.161946085730108,0,13551,30,Saver
40618,-3845,1.0946624649170318,3,30.635508390512868,2,17132,43,Saver
52254,42119,0.19395644352585448,1,26.204290928344875,4,12821,20,Balanced
125292,118570,0.0536506720301376,1,72.36184036339131,4,4823,46,Overspender
67362,38949,0.42179567114990646,1,29.92438755481122,3,3360,19,Saver
40128,11892,0.7036483253588517,1,15.0066710410054,0,17607,45,Saver
143781,127267,0.11485523121970219,3,16.130051182009453,1,15419,40,Balanced
85545,40649,0.5248231924717984,4,36.32056797916809,4,1069,53,Saver
102180,63968,0.37396750831865333,4,3.5575175404231913,4,8911,23,Saver
107958,66572,0.383352785342448,2,38.79758572275207,4,10086,28,Saver
160937,139606,0.13254254770500257,4,13.275809990368717,4,19718,55,Balanced
153291,134231,0.12433867611275287,3,63.17220733483403,3,2622,51,Balanced
59809,57613,0.036716882074604155,3,42.3312469848389,0,14909,34,Overspender
136748,123451,0.09723725392693129,3,82.42047203064887,4,3589,20,Overspender
25287,21500,0.1497607466287025,2,35.43598840995579,1,14742,51,Balanced
185459,160643,0.13380855067696903,1,0.0,1,7710,39,Balanced
28512,-13183,1.4623667227833894,4,69.15362400712408,2,16933,46,Saver
152414,131712,0.13582741742884513,3,50.038463169541366,4,1014,46,Balanced
128872,102630,0.2036284064808492,3,53.13815757921347,4,11483,22,Balanced
170288,167112,0.018650756365686368,1,19.94832820511902,4,11470,27,Overspender
113070,91943,0.18684885469178386,3,39.14303888809222,4,11310,27,Balanced
99767,57207,0.4265939639359708,4,43.7292175027132,4,10529,26,Saver
117829,89601,0.23956750884756725,2,35.24358764787803,1,5171,38,Balanced
177686,156478,0.11935661785396712,3,5.312743494930523,0,18049,30,Balanced
187330,157848,0.15738002455559708,4,95.37384096518109,0,10941,27,Balanced
62078,51907,0.16384226295950255,3,56.7165847565645,2,914,55,Balanced
126288,90069,0.28679684530596733,1,48.41168094040792,1,15593,28,Balanced
103524,69128,0.3322514585989722,3,66.27771242027958,4,17988,21,Saver
32219,-11370,1.3528973587013873,3,52.88384422077682,0,2916,48,Saver
20235,-21311,2.0531751914998764,2,26.455942398405988,3,6111,51,Saver
62929,58233,0.07462378235789541,1,64.9956551563538,3,15731,59,Overspender
147309,126251,0.14295121139916775,1,57.0443201315603,3,8895,52,Balanced
87444,66131,0.24373313206166233,2,27.214283653718827,4,8760,56,Balanced
159639,139490,0.1262160249061946,3,55.800293365700895,4,13148,56,Balanced
121834,75094,0.38363675164568184,4,35.18859935647838,2,13842,50,Saver
104555,62480,0.40241977906365073,1,44.16956399597226,2,14710,25,Saver
93698,87742,0.06356592456615937,1,51.99300933826452,2,7333,49,Overspender
144450,133255,0.07750086535133265,3,67.36995402609921,3,5252,50,Overspender
156487,138411,0.11551119262302939,3,27.080080297458917,4,12478,25,Balanced
187231,185126,0.011242796331804028,1,47.29924361304527,3,9227,31,Overspender
63925,47508,0.2568165819319515,3,80.3145245246239,2,5523,51,Balanced
157023,131294,0.16385497665947027,4,36.47905007946097,4,1482,25,Balanced
107388,59432,0.4465675866949752,1,43.931135553991645,1,14805,59,Saver
28007,-3092,1.110400971185775,4,80.28460948955976,0,16646,24,Saver
192904,159306,0.17416953510554473,4,52.749549438982086,0,18229,30,Balanced
78596,47635,0.3939258995368721,3,10.520394416777684,2,11701,38,Saver
141101,127499,0.09639903331656048,4,24.090446956912704,3,17410,49,Overspender
181595,171339,0.05647732591756381,3,53.79158428730886,1,17814,28,Overspender
108861,87277,0.1982711898659759,2,48.4600981578095,4,19166,31,Balanced
106740,58760,0.4495034663668728,3,43.25159733477639,3,18830,28,Saver
35524,-157,1.0044195473482715,4,83.2244836633293,2,15865,19,Saver
170354,143562,0.15727250314051916,2,27.650256876832103,3,11233,51,Balanced
175002,152098,0.13087850424566577,3,38.51172353135928,2,10608,34,Balanced
151149,106788,0.2934918524105353,4,0.7377958112352871,0,3860,31,Balanced
145501,109961,0.24425948962550084,1,63.21319777601944,0,10285,42,Balanced
40611,13075,0.6780428947822019,1,24.0229539787484,3,8612,44,Saver
168056,147892,0.11998381491883658,3,61.14273537601858,1,16516,25,Balanced
34060,20064,0.410921902524956,3,59.04060262874603,4,19809,34,Saver
63303,59432,0.06115034042620413,1,86.98198517575557,2,4125,22,Overspender
180359,133357,0.26060246508352786,4,52.98551153062424,4,5969,29,Balanced
59711,36085,0.39567248915610187,4,32.87826751359783,0,1723,55,Saver
163026,151505,0.07066970912615166,4,49.07245919994185,1,7610,35,Overspender
93340,48930,0.47578744375401755,3,24.814943043428244,1,9657,43,Saver
122974,120842,0.01733699806463155,2,46.38320355017818,4,13751,48,Overspender
169646,135179,0.203170130742841,2,35.98194988915255,0,5492,54,Balanced
160256,144722,0.09693240814696485,2,38.59323100656257,4,14146,23,Overspender
170168,145314,0.14605566263927414,2,22.032670241448727,3,12370,58,Balanced
87728,43730,0.5015274484771111,2,46.00892119525553,1,5287,32,Saver
185088,145023,0.21646460062240663,3,56.484600513721375,1,19256,59,Balanced
31246,-15361,1.491614926710619,3,6.958064106565459,3,11640,43,Saver
196630,187818,0.04481513502517419,2,26.22814693469725,0,3799,29,Overspender
169453,163896,0.032793754020288814,3,43.36094338360541,1,9860,58,Overspender
147796,144617,0.02150937779100923,3,0.0,2,6951,31,Overspender
187527,142729,0.23888826675625377,2,74.80528867425838,2,13441,18,Balanced
112263,102198,0.08965554100638679,4,25.777783708938898,0,16493,34,Overspender
155090,145815,0.05980398478302921,3,21.238249624831436,3,15120,50,Overspender
31302,-17555,1.5608267842310395,4,35.85315447486423,4,19291,46,Saver
87506,50558,0.42223390396087124,3,42.74745677596447,0,13584,48,Saver
61157,39457,0.3548244681720817,3,24.87054204095325,4,5527,25,Saver
74917,34453,0.5401177302881855,2,59.60827331977854,0,4760,47,Saver
116646,73295,0.37164583440495175,3,47.994130788824464,2,5328,30,Saver
103122,74328,0.27922266829580494,1,23.255162127892884,3,9272,33,Balanced
44519,14736,0.6689952604505941,1,29.551897661552573,2,9512,19,Saver
100910,82912,0.1783569517391735,2,9.664606072193614,3,8815,35,Balanced
140430,125561,0.10588193405967386,4,14.93318208930328,4,14759,52,Balanced
91324,45799,0.49849984669966274,4,47.751966564247226,0,13131,36,Saver
25408,-3744,1.1473551637279598,4,23.46270887860343,1,18758,30,Saver
79379,57425,0.27657188929061843,1,76.08568906098185,1,3623,21,Balanced
45053,12498,0.7225933900073247,4,41.41846400618285,3,4724,36,Saver
160518,142864,0.10998143510385128,4,12.943531497920095,3,11477,42,Balanced
151994,105968,0.30281458478624157,2,17.133054278648746,2,15108,55,Saver
118723,82487,0.3052146593330694,4,61.05939389362856,1,1710,48,Saver
71356,23380,0.6723471046583329,1,38.46972794781851,2,9718,53,Saver
30789,14747,0.5210302380720387,1,59.83989653115272,4,12953,21,Saver
117720,90754,0.22906897723411485,1,32.670240398438686,1,5929,56,Balanced
86656,37249,0.5701509416543574,2,28.795358149929797,4,15710,24,Saver
64028,18714,0.7077216217904667,2,62.3889474206877,0,9189,33,Saver
84484,38389,0.5456062686425832,3,22.828452459428146,2,13221,22,Saver
52154,36884,0.29278674694174944,4,49.78108266740723,3,10385,40,Balanced
22336,-9572,1.4285458452722064,2,35.76432779197264,1,8682,53,Saver
123677,107154,0.13359800124517898,1,57.57446826751549,2,9416,49,Balanced
87779,39711,0.5476025017373176,1,76.36967975071599,3,875,41,Saver
39029,18038,0.5378308437315842,2,32.156446335979815,0,18570,42,Saver
79201,67426,0.14867236524791352,2,29.05715722407088,1,5512,45,Balanced
52265,39000,0.25380273605663445,2,53.31616778074711,4,17140,36,Balanced
122916,102457,0.16644700445832927,3,18.359928095938635,0,550,24,Balanced
194944,177271,0.09065680400525279,1,72.32930915700071,3,7090,58,Overspender
66197,38141,0.42382585313533844,3,68.92045100112946,1,7937,34,Saver
145733,138119,0.052246231121297164,3,20.01760721679139,1,15662,19,Overspender
174782,137762,0.21180670778455446,4,8.337503611861873,0,17478,33,Balanced
180558,172143,0.046605522879074865,1,16.78845694287564,1,13605,56,Overspender
91907,67752,0.26282002459007475,1,17.092607200817646,3,5231,35,Balanced
148876,103992,0.3014858002633064,2,56.03521128709953,0,4373,56,Saver
84435,66471,0.21275537395629773,2,70.98340631558807,4,12128,18,Balanced
60631,21905,0.6387161682967459,4,55.80252425237648,0,9764,20,Saver
149038,110994,0.25526375823615455,3,35.27615566767085,0,6248,38,Balanced
40103,1559,0.9611251028601352,2,46.849969338208275,4,1976,47,Saver
84772,51520,0.3922521587316567,2,22.60443934389929,3,8532,28,Saver
146108,141276,0.03307142661592794,1,61.94416091128465,2,3520,39,Overspender
34382,8107,0.7642080158222325,1,48.640578799650655,2,13184,42,Saver
104291,88390,0.1524676146551476,2,55.46395564032926,4,11422,20,Balanced
121195,81982,0.32355295185444943,1,25.44928596280449,3,15886,47,Saver
154828,119680,0.22701320174645412,4,36.62805626262707,1,8566,41,Balanced
40609,-3024,1.0744662513235983,2,54.501462799624065,4,12589,53,Saver
167550,143632,0.1427514174873172,1,68.8702579904723,2,13908,40,Balanced
190738,143044,0.2500498065409095,4,27.838004811028302,3,8667,25,Balanced
95683,75143,0.21466718225808137,1,55.60903814341639,0,13316,21,Balanced
144714,132134,0.0869300827839739,1,25.758564067794325,3,2733,56,Overspender
150330,110928,0.2621033725803233,1,82.34387545653217,3,8617,48,Balanced
91315,51737,0.4334227673438099,2,31.703505834549414,2,15050,46,Saver
97834,71917,0.26490790522722163,3,52.87010348104223,2,6859,53,Balanced
146205,122887,0.1594883895899593,1,43.31219230467265,1,14864,30,Balanced
34153,22974,0.3273211723713876,4,92.10606242720986,1,4697,58,Saver
96325,83074,0.13756553335063587,2,44.59803216049127,4,10793,26,Balanced
164071,117172,0.28584576189576466,2,29.69887954019744,0,9832,38,Balanced
75318,54825,0.27208635385963514,4,52.79013025226126,1,1115,20,Balanced
151886,130420,0.14132968147163003,1,52.34481733550746,2,13344,42,Balanced
135033,103827,0.23109906467307992,3,36.85060272482116,3,12901,42,Balanced
96077,49602,0.4837265942941599,1,18.104682715437832,4,18450,29,Saver
110474,89850,0.18668646016257218,4,29.44002277219287,1,9668,46,Balanced
153515,125951,0.17955248672768134,2,57.629978962898385,3,10008,28,Balanced
93319,69907,0.25088138535560817,3,5.05102107532074,3,16054,28,Balanced
145885,116895,0.19871816842033108,2,35.03908201228574,1,2839,43,Balanced
129777,93260,0.2813826795194834,4,59.89727843633567,0,16746,31,Balanced
37368,23212,0.378826803682295,1,38.13007561999905,0,8609,33,Saver
166400,142336,0.14461538461538462,3,83.47420279105486,4,10788,27,Balanced
